Participant,participant&question,question,answer,processed_questions,processed_answers,Overall,Excited
pp49,pp49q4,Do you think you're a leader? Tell me why.,So... I think I am leader because I like planning things. I like to gather all the information I have  all the resources I have  and all the uh... basically either group uh... all the group <inaudible> or each contribution from each person  gather them all up and come up with an efficient plan to tackle said problem  or homework  or project  or presentation. Whichever may be the case. I tend to make people give more than... I make them give more than 100% of what the  they  they  the bar that they set themselves at. So I feel if I feel that somebody has potential I can notice it and at the same time work with a person to basically exploit that potential to a new maximum. At the same way I feel that I am very open to constructive criticism  if somebody feels that I am not doing a great job I am very happy just to sit with them and learn from that experience because it's gonna make me more efficient in the future. So I feel that just having a set plan from the start to tackle problems  and at the same way editing it and adapting it to every new situation or the feelings of the people you are basically  uh overseeing then that's  uh  a very good approach to everything that we do.,think leader? tell why.,so... think leader like plan things. like gather inform resourc uh... basic either group uh... group <inaudible> contribut person gather come effici plan tackl said problem homework project presentation. whichev may case. tend make peopl give than... make give 100% bar set at. feel feel somebodi potenti notic time work person basic exploit potenti new maximum. way feel open construct critic somebodi feel great job happi sit learn experi gonna make effici future. feel set plan start tackl problem way edit adapt everi new situat feel peopl basic uh overse that' uh good approach everyth do.,5.109073517,4.833639306
pp49,pp49q5,Mhm. Very good. Do you consider yourself a team player? Can you tell me about a time of you were on a team and you faced a challenge  how did you go about resolving that challenge?,So  uh  teams have been uh very large aspect of my life. Ever since High School I've been a part of the Soccer team. I continue to do that now. I've been part of the debate team  and Honor Society which had it's own team for competitions. But I feel that the biggest challenge right now has been when I am with a team of people that are seniors to me. So they  they are better prepared  much better informed  and have an arsenal of skills that I have yet to acquire because I just don't have the same level of experience that they have. So if I am Sophomore  and I've been grouped with Seniors and Juniors of my subject of Engineering class  the difference is very noticeable. The difference of level and performance is very noticeable. And I try to  basically  give what I can  but I also want to excel at what I can actually move forward to. So if I feel that I can actually contribute much more than what they're expecting of me  because if I don't have that level of experience what I want to do is get to that level. So I gotta work harder  push through and get to this level that's basically at the same level as the rest of the group. So I'll try to work with people  and I'll try to find someone who mentor me through that process. And step by step  because the biggest challenge for me  is being alone and tackling it straight  I'll use the other group members  I'll readily approach them and ask for help because that's what the group is for. The team succeeds together all the way. So... that's I go.,mhm. good. consid team player? tell time team face challeng go resolv challenge?,uh team uh larg aspect life. ever sinc high school i'v part soccer team. continu now. i'v part debat team honor societi team competitions. feel biggest challeng right team peopl senior me. better prepar much better inform arsen skill yet acquir level experi have. sophomor i'v group senior junior subject engin class differ noticeable. differ level perform noticeable. tri basic give also want excel actual move forward to. feel actual contribut much they'r expect level experi want get level. gotta work harder push get level that' basic level rest group. i'll tri work peopl i'll tri find someon mentor process. step step biggest challeng alon tackl straight i'll use group member i'll readili approach ask help that' group for. team succe togeth way. so... that' go.,5.109073517,4.833639306
pp49,pp49q6,If you were given the option to change one thing about yourself  what would that be?,I would say  doubting. Doubting myself  doubting the things I do  doubting the decisions I make. I would like to have absolutely no regrets  or if I have them learn something from them. I am sometimes am fairly a safe player  so I calculate the risks before I see the return. So I'm not a great fan of plunging in into something that I don't know  that's high risk  high return. I like to play it safe  and have a thing to fall back on. The same way it works for problems  it works for personal life  it works for basically everything that's surrounds me. I feel that it's been changing  with every new experience I've been passing through. Leaving home  college outside of Puerto Rico  but I still feel that I'll rarely benefit of just letting go  and taking more of a risk than I normally do.,given option chang one thing would be?,would say doubting. doubt doubt thing doubt decis make. would like absolut regret learn someth them. sometim fairli safe player calcul risk see return. i'm great fan plung someth know that' high risk high return. like play safe thing fall back on. way work problem work person life work basic everyth that' surround me. feel chang everi new experi i'v pass through. leav home colleg outsid puerto rico still feel i'll rare benefit let go take risk normal do.,5.109073517,4.833639306
pp49,pp49q7,That's an interesting thought  thank you. So now  uh  think of a job that you'd like to have. Do you have one in mind?,The first one that pops right into mind is... Bioengineering.,that' interest thought thank you. uh think job like have. one mind?,first one pop right mind is... bioengineering.,5.109073517,4.833639306
pp49,pp49q8,Okay  so  why do you think we should hire you for this job?,So I've always been naturally curious about things. I've always had  a drive behind everything I do  so I got into Bioengineering right after I saw that I had this opportunity coming to MIT  and coming from a family that has been effected by a lot of cancer  I found that doing this I could actually benefit my family  benefit other people's families that have been effected by it. I've been going through some really tough times with grandmothers  and other family members that have survived and succumbed to it. And from there my motivation has been always to push forward no matter what the challenge. So when I step into a lab  I see what I have in front of me  the ultimate goal might be the farthest goal in my life  I may never reach it but rest assured that I will do my best to contribute to its forward movement. I will always try and leave it at a better place than it was before  and if I am not the one to reach it  another person will but I will be sure that I actually contributed to it.,okay think hire job?,i'v alway natur curiou things. i'v alway drive behind everyth got bioengin right saw opportun come mit come famili effect lot cancer found could actual benefit famili benefit people' famili effect it. i'v go realli tough time grandmoth famili member surviv succumb it. motiv alway push forward matter challenge. step lab see front ultim goal might farthest goal life may never reach rest assur best contribut forward movement. alway tri leav better place one reach anoth person sure actual contribut it.,5.109073517,4.833639306
pp5,pp5q1,So  please tell me about your background.,Alright so  my background  I'm a junior at MIT studying computer science and  umm  I've also done research in the computer science field. Umm  I interned  er  I researched with a group at MIT and what we did was we made an interactive game to  uh  to teach. And I've also had some experience  uh  internship at  uh  at Google.,pleas tell background.,alright background i'm junior mit studi comput scienc umm i'v also done research comput scienc field. umm intern er research group mit made interact game uh teach. i'v also experi uh internship uh google.,5.530993449,4.88960961
pp5,pp5q2,Oh  that's all very cool. Thank you. So  uh  do you think you're a leader? Tell me why.,I think I'm a leader. I do believe I have leadership  uh  qualities and that  and I can support this because I've been in leadership positions in organizations here on campus. And when I have had the responsibilities I've carried them out  uh  very well and I've been able to overcome challenges such as umm  one of the groups I'm  uh  on the executive board of expedited access to standard education. Umm one of the our tasks this semester was to come up with an idea for a presentation and to carry it out at a control show from another group. And I took complete ownership of that and it came out pretty well and we were able to raise more money than we have in the past.,oh that' cool. thank you. uh think leader? tell why.,think i'm leader. believ leadership uh qualiti support i'v leadership posit organ campus. respons i'v carri uh well i'v abl overcom challeng umm one group i'm uh execut board expedit access standard education. umm one task semest come idea present carri control show anoth group. took complet ownership came pretti well abl rais money past.,5.530993449,4.88960961
pp5,pp5q3,Ah  that's excellent. Do you consider yourself a team player? Can you give me an example where there was a conflict in your team and you had to resolve it?,Oh  well I definitely would consider myself a team player and an example would be from uh  my participation in my team in are student association,ah that' excellent. consid team player? give exampl conflict team resolv it?,oh well definit would consid team player exampl would uh particip team student associ,5.530993449,4.88960961
pp5,pp5q4,Mhmm.,And for one of the tasks where we were trying to accomplish  I was in charge and I thought I'd give some tasks to other members and a lot of tasks were not getting completed by the deadline that I set  so  um  as leader to be responsible for that task  I tried to figure out what was going on in the other students' lives because I was getting context and uh  understanding why they were missing deadlines when we didn't have a lot of tests or homework that week. And through that  ahem  through that understanding I was able to  um  help motivate them to complete the tasks and resolve that conflict.,mhmm.,one task tri accomplish charg thought i'd give task member lot task get complet deadlin set um leader respons task tri figur go students' live get context uh understand miss deadlin lot test homework week. ahem understand abl um help motiv complet task resolv conflict.,5.530993449,4.88960961
pp5,pp5q5,Ah  that's all very good. Uh  if you were given an option to change one thing about yourself what would that be?,One thing about myself. Interesting. If I was given the option to change one thing about myself  yes?,ah that' good. uh given option chang one thing would be?,one thing myself. interesting. given option chang one thing yes?,5.530993449,4.88960961
pp5,pp5q6,Mhmm. Yes.,What I would change is to  uh  I guess  uh  just generally have a lot more knowledge in my field than I  than a person at my level would  you know  at this kind of level  and that's umm  that's something that would be nice. You know I feel like I would be able to be uh  much further along in my career than I am now.,mhmm. yes.,would chang uh guess uh gener lot knowledg field person level would know kind level that' umm that' someth would nice. know feel like would abl uh much along career now.,5.530993449,4.88960961
pp5,pp5q7,There's always more that we can learn.,Uh huh  yeah.,there' alway learn.,uh huh yeah.,5.530993449,4.88960961
pp5,pp5q8,Why do you think you should get the job?,Well I think I should get the job because I  um  have the skills necessary to complete the  the task that I'll be assigned. Um I'm very motivated  I'm always willing to learn and I  I'm very passionate about learning and uh  I think I'll be able to learn a lot through the position  as well as contribute to the position and be able to  um  influence the people that I work directly with or that are shareholders in my project.,think get job?,well think get job um skill necessari complet task i'll assigned. um i'm motiv i'm alway will learn i'm passion learn uh think i'll abl learn lot posit well contribut posit abl um influenc peopl work directli sharehold project.,5.530993449,4.88960961
pp50,pp50q1,How are ya?,Very well  thanks.,ya?,well thanks.,5.770041407,4.849643687
pp50,pp50q2,Ah  good. So  please tell me about your background.,My background...uh  I have a fiarly technical background. I went to a fairly technical high school. Um  I have mainly a mathematics and physics background with also some computer science. Uh  I also  I have been involved in leadership  uh  outside of  outside of academics. So then in high school I was  uh  captain of my chess team  and I also served as president of a couple of clubs in high school. So I have some  some experience in that regard. Like I said  mainly I have a pretty quantitative technical background and  uh  with some sprinkling of other stuff as well.,ah good. pleas tell background.,background...uh fiarli technic background. went fairli technic high school. um mainli mathemat physic background also comput science. uh also involv leadership uh outsid outsid academics. high school uh captain chess team also serv presid coupl club high school. experi regard. like said mainli pretti quantit technic background uh sprinkl stuff well.,5.770041407,4.849643687
pp50,pp50q3,Excellent. Do you think you're a leader? Tell me why.,Yes  I think so  because I typically think using my own mind and I act on those decisions rather than listening to what...uh  I mean  of course  I take into account what... I think it was Lincoln who said that  uh  you should take into account what people tell you but then make your own decision. He said it more elaborately  but those are the essence of what he was saying  and I try to  I try to  to use that in every day life and in  also in  like important projects. I would say that  and I  I usually have  I'm usually pretty successful in convincing people that my way is right when it is.,excellent. think leader? tell why.,ye think typic think use mind act decis rather listen what...uh mean cours take account what... think lincoln said uh take account peopl tell make decision. said elabor essenc say tri tri use everi day life also like import projects. would say usual i'm usual pretti success convinc peopl way right is.,5.770041407,4.849643687
pp50,pp50q4,Hmm  that makes sense. Do you consider yourself a team player? Can you give me an example when there was a conflict in a team that you were on  and how you had to resolve it?,Um  yeah  I think so. Uh  when its a matter of ideology I don't like to make compromises  but when it's a matter of  uh  getting stuff done  I think that I  I think that I am a team player. I think that uh  usually I'm   I'm willing to  to make sacrifices if necessary for the ultimate goal. And so  for example  uh  one time in high school  uh  we had a group project  and one of the member  I mean  it was more complicated than I'm making it  but the gist of it was that one of the members who was responsible for our data analysis  he fell short  he  uh  he  we found out pretty late  uh  just a few days before the presentation  that he had misdone most of the data analysis  and as a result  the rest of us  but especially me  because it was a group of four  and we were kind of divided into two  him and me  and then subdivided into ones. So he and I were kind of a subgroup of a larger group. And so I was more responsible for what he had done than the other two were. So it was mainly me  with some help from the other two. We had to put in a lot of work in those last few days  especially me. I had to fix that and try to get it  you know  get it functional before the presentation was due.,hmm make sense. consid team player? give exampl conflict team resolv it?,um yeah think so. uh matter ideolog like make compromis matter uh get stuff done think think team player. think uh usual i'm i'm will make sacrific necessari ultim goal. exampl uh one time high school uh group project one member mean complic i'm make gist one member respons data analysi fell short uh found pretti late uh day present misdon data analysi result rest us especi group four kind divid two subdivid ones. kind subgroup larger group. respons done two were. mainli help two. put lot work last day especi me. fix tri get know get function present due.,5.770041407,4.849643687
pp50,pp50q5,Ah  very good. So uh  if you were given an option to change one thing about yourself   what would that be? And why?,(One thing about myself...) I guess maybe being  uh  being more decisive on incomplete information. I have a tendency to try to make  to try to get almost perfect information before I commit a hundred percent to a decision  and  of course  that's never  that's not always possible.  And so I do  I mean I do  of course  make decisions based on imperfect information every day. You have to  otherwise you wouldn't survive. But I feel that  you know  if there is a spectrum of  of how decisive you're willing to be based on a certain amount of information  I think the ideal place that I would like to be is a little further toward the  the decisive on incomplete information end than where I am right now.  So  I would shift that a little bit.,ah good. uh given option chang one thing would be? why?,(one thing myself...) guess mayb uh decis incomplet information. tendenc tri make tri get almost perfect inform commit hundr percent decis cours that' never that' alway possible. mean cours make decis base imperfect inform everi day. otherwis survive. feel know spectrum decis will base certain amount inform think ideal place would like littl toward decis incomplet inform end right now. would shift littl bit.,5.770041407,4.849643687
pp50,pp50q6,That makes a lot of sense. So  uh  now think of a job that you'd like to have.,ok,make lot sense. uh think job like have.,ok,5.770041407,4.849643687
pp50,pp50q7,Do you have one in mind?,Umm  I mean  let's go with quantitative trading  trading.,one mind?,umm mean let' go quantit trade trading.,5.770041407,4.849643687
pp50,pp50q8,Cool. So  uh  why do you think you should get this job?,Well I think I have the necessary skill set  and the  and the  not the personality  maybe well personality  but more the  uh  so in terms of skill set  you know  it takes a very quantitative mathematical background with the ability to implement stuff  uh  to program and so on  and I have all of that. It takes a lot of modelling skills. I have that  mathematical modelling and what not. It also requires you to be A   very competitive  which I have been  and B  to be willing to  you know  to go through hell for  for certain periods of time when you're either up next to a deadline or something unexpected happens and... So it requires you to be able to  to vary the amount of time you put in  usually I'll opt for the higher  uh for an increased amount of time  a significant bit from the average  so I  and I think I have a lot of experience doing that and its something that I've shown I can handle.,cool. uh think get job?,well think necessari skill set person mayb well person uh term skill set know take quantit mathemat background abil implement stuff uh program that. take lot model skills. mathemat model not. also requir competit b will know go hell certain period time either next deadlin someth unexpect happen and... requir abl vari amount time put usual i'll opt higher uh increas amount time signific bit averag think lot experi someth i'v shown handle.,5.770041407,4.849643687
pp52,pp52q1,Please tell me a bit about your background.,Um  well Im from Florida.  I was born in Miami.  My  uh  parents are from...I'm  uh  South Korean by ethnicity.  I'd say I'm more American by heritage but uh  my  um  parents came around here in the 80s and they settled down.  And around  I was born  like around 90s I was born here in Florida.  I had all my schooling in Florida.  I went to home school until 7th grade then private school until I graduated.  That's a brief synopsis of my background.,pleas tell bit background.,um well im florida. born miami. uh parent from...i'm uh south korean ethnicity. i'd say i'm american heritag uh um parent came around 80 settl down. around born like around 90 born florida. school florida. went home school 7th grade privat school graduated. that' brief synopsi background.,4.057951826,3.307912725
pp52,pp52q2,Okay.  Welcome.  So  uh  do you think you're a leader.  Tell me why.,I think I am  uh  just because  um  I have seniority maybe through sports or if it's from...I feel like it's hard for people not to be leaders especially when you're um  assigned to do group work or you're assigned to do goal setting.  I feel like if you're in any  uh  situation where you're doing goal setting you're being a leader by putting out what tasks you should do and how to execute them.  And how you tell  like  you're telling yourself  How am I gonna get this done.  So like  basically you're self leading.  I believe.  Um  maybe I'd say through sports I was probably a leader.  By  um  me being the upperclassman  I led my teammates on.  So I'd say  yeah  I've been a leader.,okay. welcome. uh think leader. tell why.,think uh um senior mayb sport from...i feel like hard peopl leader especi um assign group work assign goal setting. feel like uh situat goal set leader put task execut them. tell like tell gonna get done. like basic self leading. believe. um mayb i'd say sport probabl leader. um upperclassman led teammat on. i'd say yeah i'v leader.,4.057951826,3.307912725
pp52,pp52q3,Very good.  Do you consider yourself a team player?  Can you give me an example of a conflict that you experienced on a team and how you resolved it?,Uh  yes  um.  SO  seeing how I rowed four years  I think the biggest conflict was um  when  um  Junior year I was rowing for Junior Eight for nationals where we were in the grand finals.  ANd the last  pentameter of the terameter (sp) race my oar popped out and we ended up actually going from third place to dead last in the grand finals. That was possibly the most hard experience because it made me really reevaluate what it meant for me to be rowing  especially because that's something I spent four hours a day  six days a week on for my entire senior  um  high school career and that twas something I was going to carry over through to college.  And what really um  made me realize was that yes  like  that was a big mistake  it was just  honestly it could have happened to anyone but if it weren't for some people  if it weren't for just me  just being  just taking and it and just maturing from it  I think that's like  what it takes.  If you go through something really bad but you can get stronger from it.  You can still push something onto the table.  Like  um  last  last (?) year and still work hard to  to really fight through it.  You can really become great.  And um  I feel like that's what I was really working to change my view on that and um  in the end we  um  we medaled  we  uh  were runner ups in states.  We medaled.  So  I think that was a  good  good conflict that I resolved.,good. consid team player? give exampl conflict experienc team resolv it?,uh ye um. see row four year think biggest conflict um um junior year row junior eight nation grand finals. last pentamet teramet (sp) race oar pop end actual go third place dead last grand finals. possibl hard experi made realli reevalu meant row especi that' someth spent four hour day six day week entir senior um high school career twa someth go carri college. realli um made realiz ye like big mistak honestli could happen anyon peopl take matur think that' like takes. go someth realli bad get stronger it. still push someth onto table. like um last last (?) year still work hard realli fight it. realli becom great. um feel like that' realli work chang view um end um medal uh runner up states. medaled. think good good conflict resolved.,4.057951826,3.307912725
pp52,pp52q6,If you were given the option to change one thing about yourself  what would that be?,I wish  I wish...If I could change one thing about myself I think it would be me being  I think  more proactive to do something.  I'd say  I wish I was more...I wish I was could  I wish I was a little bit more volatile in things I chose  actually.  Because I feel like um  I stuck to just doing crew in high school and I thought that was great but I was wondering  like  I wondered what would happen to me if I tried different  more than one thing.  I know  I know like it's good for people to stick just to one thing and just grow in that field.  But I always wondered  I always wondered like  what would happen if I pursued more toward research or more towards um  club activities.  That way I could have like  a more well-rounded high school experience.,given option chang one thing would be?,wish wish...if could chang one thing think would think proactiv something. i'd say wish more...i wish could wish littl bit volatil thing chose actually. feel like um stuck crew high school thought great wonder like wonder would happen tri differ one thing. know know like good peopl stick one thing grow field. alway wonder alway wonder like would happen pursu toward research toward um club activities. way could like well-round high school experience.,4.057951826,3.307912725
pp52,pp52q7,So  now thinking about a job you'd like to have.  Okay  you have one in mind?,One right now or just...,think job like have. okay one mind?,one right just...,4.057951826,3.307912725
pp52,pp52q8,The one you interview for.  So  why do you think you should have this job?,Well  I think I should have this job mainly because I find that I'm well with groups  I work very well with groups.  At the same time when you push me to do tasks myself I'm able to do the same amount  be just as productive.  I feel like  um  as an applicant being subject to group work and individual work  um  there should be no difference in how I should produce something in group work in individual work.  I should be just as creative and innovative if I was working myself or if I was spending time working with a group of people.  So  I feel like if I was going to get this job  um  it would help greatly for the people I'd be working with and for myself.,one interview for. think job?,well think job mainli find i'm well group work well groups. time push task i'm abl amount productive. feel like um applic subject group work individu work um differ produc someth group work individu work. creativ innov work spend time work group people. feel like go get job um would help greatli peopl i'd work myself.,4.057951826,3.307912725
pp53,pp53q1,How are you doing today?,I'm fine How are you ?,today?,i'm fine ?,5.39482101,5.599982872
pp53,pp53q2,Good  tell me more about your backround.,Uhmm  so  I was born in uh  Nigeria uh  and I actually came  over to the united states when I was 8 years old.,good tell backround.,uhmm born uh nigeria uh actual came unit state 8 year old.,5.39482101,5.599982872
pp53,pp53q3,mhmm.,But uh  I remember science  math  math and science were always my best subjects. Uhm and I really enjoy anatomy  human anatomy. Uhm  so I think that's when i started thinking about medical field.,mhmm.,uh rememb scienc math math scienc alway best subjects. uhm realli enjoy anatomi human anatomy. uhm think that' start think medic field.,5.39482101,5.599982872
pp53,pp53q4,mmhm. That's great. Could I get you to scoot over a little bit?,Left-right?,mmhm. that' great. could get scoot littl bit?,left-right?,5.39482101,5.599982872
pp53,pp53q5,left  there you go. Uhm  Do you think you're a leader? tell me why.,I do beleive I'm a leader. Uhm  I do beleive I take initiative a lot. Uhm  one example that is uhm one of the student groups that I work with  I work with several actually  but one of uhm  an example from one  the one that I work,left go. uhm think leader? tell why.,beleiv i'm leader. uhm beleiv take initi lot. uhm one exampl uhm one student group work work sever actual one uhm exampl one one work,5.39482101,5.599982872
pp53,pp53q6,Okay  and do you consider yourself a team player? Can you give me an example of when there was a conflict in your team and you resolved it?,Um  yes i do beleive I'm a team player. Uh  another student that I work with  I work with several that I can mention. Uhm  are black student union and I'm on the executive board of  for the second time this year  uhm,okay consid team player? give exampl conflict team resolv it?,um ye beleiv i'm team player. uh anoth student work work sever mention. uhm black student union i'm execut board second time year uhm,5.39482101,5.599982872
pp53,pp53q7,that's uh. If you were given the option to change one thing about yourself what would it be?,If I was given one option to change one thing about myself  Uh  I think it would be my hesitation. Uhm  Im pretty hesitant uhm about you know uhm  first ideas or initial thoughts that I have. Uhm I like always have to seek like a second opinion.,that' uh. given option chang one thing would be?,given one option chang one thing uh think would hesitation. uhm im pretti hesit uhm know uhm first idea initi thought have. uhm like alway seek like second opinion.,5.39482101,5.599982872
pp53,pp53q8,Great  and why do you think you should get into medical school?,I think I should get into medical school  uhm  because I do believe that I will make a good doctor. um  I'm a people person I love helping people. um  and I love kids um I love seeing um I guess their resilience when it comes to,great think get medic school?,think get medic school uhm believ make good doctor. um i'm peopl person love help people. um love kid um love see um guess resili come,5.39482101,5.599982872
pp55,pp55q1,Ready?,Yeah  sure.,ready?,yeah sure.,5.415966252,4.795140676
pp55,pp55q2,How are you doing today?,Ummm  I'm great. Thank you.,today?,ummm i'm great. thank you.,5.415966252,4.795140676
pp55,pp55q3,OK Tell me a bit about your background,OK well I am a math major  but I have a lot of background in kind of different areas. So freshman year I did some work  um  at the Department of Energy  um  working the CFO's office so I'm getting kind of a feel for the budget um also risk matrices. Then I kinda branched more towards CS aspects  so  I did a bit of coding here and there in most research aspects and also  um  for companies.,ok tell bit background,ok well math major lot background kind differ areas. freshman year work um depart energi um work cfo' offic i'm get kind feel budget um also risk matrices. kinda branch toward cs aspect bit code research aspect also um companies.,5.415966252,4.795140676
pp55,pp55q4,Great. And do you think you are a leader  and why?,Ummm  definitely. So I'm president of The Undergrad Society of Learner Math and this basically gives me a great opportunity to  um  kind of help underclassmen and  also  younger girls  so those in highschool  middle school and kind of get them to become more active in the math community um participate in more events  even networking things  so  uh  anything with companies but also research with professors. It's a great way to kind of help other people who haven't really seen those opportunities yet.,great. think leader why?,ummm definitely. i'm presid undergrad societi learner math basic give great opportun um kind help underclassmen also younger girl highschool middl school kind get becom activ math commun um particip event even network thing uh anyth compani also research professors. great way kind help peopl realli seen opportun yet.,5.415966252,4.795140676
pp55,pp55q5,And do you consider yourself a team player? Can you give an example of when there was a conflict in your team and you resolved it?,Yeah  soum  last winter I was working in the Boston area at Autotegrity which is like a online marketing start up. um   I don't know how much familiarity you have with  um  coding like repository systems  but  basically if someone  um  uploads like their work to the server and it doesn't work basically everyone elses stuff doesn't work either. So there's like a little column button type thing in rebuild which is called the blame button so you could kind of blame people. So every once in a while it would occur where someone would screw up the code and that would make everyone's work stop instead of you know blaming the one person telling them to fix the code we would all kind of look at where it went wrong and how we could improve upon that further instead of just fixing one persons code. So it was kind of a group effort to see how much we could all improve from the one mistake.,consid team player? give exampl conflict team resolv it?,yeah soum last winter work boston area autotegr like onlin market start up. um know much familiar um code like repositori system basic someon um upload like work server work basic everyon els stuff work either. there' like littl column button type thing rebuild call blame button could kind blame people. everi would occur someon would screw code would make everyone' work stop instead know blame one person tell fix code would kind look went wrong could improv upon instead fix one person code. kind group effort see much could improv one mistake.,5.415966252,4.795140676
pp55,pp55q6,And if you were given the option to change one thing about yourself what would it be?,I guess I would probably try to ask more questions. Um  in general if I get directions which are really broad where I don't know where to start searching um instead of asking my higher up i would probably just automatically start looking at everything and start floating around. I guess it would be good to get more like to the point.,given option chang one thing would be?,guess would probabl tri ask questions. um gener get direct realli broad know start search um instead ask higher would probabl automat start look everyth start float around. guess would good get like point.,5.415966252,4.795140676
pp55,pp55q7,And why do you think you should get the job,Um like I mentioned before i think I have a good combination of leadership skills as well as um team player abilities. In addition to this I am pretty qualified I believe in terms of my academic classes that I have taken and also my extracurriculars have demonstrated I have a deep passion for math. And aside from that  I have many internships which have honed my skills in the work place.,think get job,um like mention think good combin leadership skill well um team player abilities. addit pretti qualifi believ term academ class taken also extracurricular demonstr deep passion math. asid mani internship hone skill work place.,5.415966252,4.795140676
pp56,pp56q1,How are you doing today?,I'm good  how are you?,today?,i'm good you?,4.437833076,4.222688326
pp56,pp56q2,I'm doing well  um  tell me more about your background.,Um  I'm currently a junior at MIT studying Biology. I'm interested in going to medical school  so I'm hoping to apply to medical school my senior year  and then matriculate the next year. Um  yeah.,i'm well um tell background.,um i'm current junior mit studi biology. i'm interest go medic school i'm hope appli medic school senior year matricul next year. um yeah.,4.437833076,4.222688326
pp56,pp56q3,Okay. Do you think you're a leader? Tell me why.,Um  I think I'm a leader. I have a lot of leadership positions  so  currently I am the President of the student group at MIT called the American Medical Student Association.,okay. think leader? tell why.,um think i'm leader. lot leadership posit current presid student group mit call american medic student association.,4.437833076,4.222688326
pp56,pp56q4,Mm-hmm.,So  uh  I help organize a lot of events for pre-meds at MIT  um  so as a pre-med I feel there aren't very many resources  um  for pre-meds. We have a pre-med advising office  but  um  most students at MIT end up going into like  Engineering or Research  not very many go into medicine. So  um  we provide a lot of  um  outside activities for pre-meds. Uh  our main one is  um  lecture series  so we often ask Doctors from nearby hospitals to come speak about  like  what they do.,mm-hmm.,uh help organ lot event pre-m mit um pre-m feel mani resourc um pre-meds. pre-m advis offic um student mit end go like engin research mani go medicine. um provid lot um outsid activ pre-meds. uh main one um lectur seri often ask doctor nearbi hospit come speak like do.,4.437833076,4.222688326
pp56,pp56q5,Alright. And do you consider a team player? Can you give me an example if there was a conflict in your team  and your aim to resolve it?,Sure  um  so  um  as part of the 'American Medical Student Association'  uh  last year we started a brand new event  um  it was a 5k run to benefit the Austins Childrens Hospital. And since it was our first time planning such a large event we had a lot of trouble  um  like  communicating between team members and distributing um  what  like clearly stating what each person should do  and what their responsibilities were. Um  to fix that I think we had to like  I had to call  like  an Executive meeting. So  we have an Exec Board and then  uh  I made sure that everyone knew clearly what they were supposed to do  and made sure they finished what they had to do by a certain date.,alright. consid team player? give exampl conflict team aim resolv it?,sure um um part 'american medic student association' uh last year start brand new event um 5k run benefit austin children hospital. sinc first time plan larg event lot troubl um like commun team member distribut um like clearli state person respons were. um fix think like call like execut meeting. exec board uh made sure everyon knew clearli suppos made sure finish certain date.,4.437833076,4.222688326
pp56,pp56q6,Okay. And if you were given the option to change one thing about yourself  what would it be?,Hmm  that's tough. (Laughter) Um  I think the main thing I would try to change is  um  getting nervous in front of strangers or being shy  um  I used to  um  get really shy when  like  public speaking for example  speaking in front of a lot of people  and I've been trying to improve that. Um  but  I think it would be nice if I could be more  but like  there is still room for improvement.,okay. given option chang one thing would be?,hmm that' tough. (laughter) um think main thing would tri chang um get nervou front stranger shi um use um get realli shi like public speak exampl speak front lot peopl i'v tri improv that. um think would nice could like still room improvement.,4.437833076,4.222688326
pp56,pp56q7,I see. And why do you think you should get into Medical School?,Uh  my passion is helping people. So  I have a lot of  I've been doing a lot of volunteer activities  um  I've been volunteering at hospitals  I've been volunteering at Brooks  I bring them to the Womens Hospital in Boston  and MEPS General Hospital. I've also been volunteering through the Cambridge Community Centers  I used to tutor young children how to read  and I'm currently an AP Biology Teacher for  um  students in the Boston area  who want to take AP Biology  but can't. Um  so  I really enjoy helping people  uh  and I think medicine is one of the best ways to help people because everyone gets sick and  uh  I mean once your health is gone you can't really do anything  so...,see. think get medic school?,uh passion help people. lot i'v lot volunt activ um i'v volunt hospit i'v volunt brook bring women hospit boston mep gener hospital. i'v also volunt cambridg commun center use tutor young children read i'm current ap biolog teacher um student boston area want take ap biolog can't. um realli enjoy help peopl uh think medicin one best way help peopl everyon get sick uh mean health gone can't realli anyth so...,4.437833076,4.222688326
pp57,pp57q1,How you doing today?,I'm doing very well today.  Thanks.  How are you?,today?,i'm well today. thanks. you?,6.559090569,6.273069487
pp57,pp57q2,Good.  Tell me more about your background.,I'm currently a Junior here at MIT and I'm pursing a double major in Computer Science and Management um the reason for that is that I actually fell in love with um the merging of computer science with a lot of other fields and I found that management is a way to take computer science and the theories of algorithms and problem solving and taking it to a wider field which is exactly why I'm interested in consulting is again its the idea of taking problem solving and algorithms and applying it to a lot of different problems and always trying new things and I'm very excited about that and that's where I'm coming from,good. tell background.,i'm current junior mit i'm purs doubl major comput scienc manag um reason actual fell love um merg comput scienc lot field found manag way take comput scienc theori algorithm problem solv take wider field exactli i'm interest consult idea take problem solv algorithm appli lot differ problem alway tri new thing i'm excit that' i'm come,6.559090569,6.273069487
